chrBase 	chr 	base 	strand 	coverage 	freqC 	freqT
chr1.860023 	chr1 	860023 	R 	12 	0 	100
chr1.860120 	chr1 	860120 	R 	15 	0 	100
chr1.860112 	chr1 	860112 	R 	14 	0 	100
chr1.860106 	chr1 	860106 	R 	15 	0 	100
chr1.861177 	chr1 	861177 	F 	17 	0 	100
chr1.860893 	chr1 	860893 	R 	10 	0 	100
chr1.860870 	chr1 	860870 	F 	16 	0 	100
chr1.860792 	chr1 	860792 	F 	24 	0 	100
chr1.860957 	chr1 	860957 	R 	10 	0 	100
chr1.861135 	chr1 	861135 	F 	16 	0 	100
chr1.860738 	chr1 	860738 	F 	30 	0 	100
chr1.861298 	chr1 	861298 	R 	26 	0 	100
chr1.860875 	chr1 	860875 	F 	17 	0 	100
chr1.860840 	chr1 	860840 	F 	19 	0 	100
chr1.860713 	chr1 	860713 	F 	31 	3.23 	96.77
chr1.861297 	chr1 	861297 	F 	22 	4.55 	95.45
chr1.861195 	chr1 	861195 	F 	13 	0 	100
chr1.860916 	chr1 	860916 	F 	15 	6.67 	93.33
chr1.861354 	chr1 	861354 	R 	26 	3.85 	96.15
chr1.860941 	chr1 	860941 	R 	10 	0 	100
chr1.860908 	chr1 	860908 	F 	17 	0 	100
chr1.861250 	chr1 	861250 	F 	22 	9.09 	90.91
chr1.860903 	chr1 	860903 	F 	17 	23.53 	76.47
chr1.861218 	chr1 	861218 	F 	23 	0 	100
chr1.860978 	chr1 	860978 	R 	10 	10 	90
chr1.860736 	chr1 	860736 	F 	28 	0 	100
chr1.860733 	chr1 	860733 	F 	19 	0 	100
chr1.861288 	chr1 	861288 	R 	24 	0 	100
chr1.860917 	chr1 	860917 	R 	10 	0 	100
chr1.861287 	chr1 	861287 	F 	22 	0 	100
chr1.861152 	chr1 	861152 	F 	18 	0 	100
chr1.861159 	chr1 	861159 	F 	15 	6.67 	93.33
chr1.860709 	chr1 	860709 	F 	32 	9.38 	90.62
chr1.861318 	chr1 	861318 	R 	23 	0 	100
chr1.860918 	chr1 	860918 	F 	16 	6.25 	93.75
chr1.860919 	chr1 	860919 	R 	10 	10 	90
chr1.860746 	chr1 	860746 	F 	27 	0 	100
chr1.860761 	chr1 	860761 	F 	25 	4 	96
chr1.860767 	chr1 	860767 	F 	17 	0 	100
chr1.860863 	chr1 	860863 	F 	15 	6.67 	93.33
chr1.860744 	chr1 	860744 	F 	24 	0 	100
chr1.861369 	chr1 	861369 	R 	26 	0 	100
chr1.861172 	chr1 	861172 	F 	17 	0 	100
chr1.861361 	chr1 	861361 	R 	26 	3.85 	96.15
chr1.861241 	chr1 	861241 	F 	22 	18.18 	81.82
chr1.860716 	chr1 	860716 	F 	30 	0 	100
chr1.860748 	chr1 	860748 	F 	26 	0 	100
chr1.861141 	chr1 	861141 	F 	17 	0 	100
chr1.860892 	chr1 	860892 	F 	19 	0 	100
chr1.861260 	chr1 	861260 	F 	21 	4.76 	95.24
chr1.860939 	chr1 	860939 	R 	10 	0 	100
chr1.860750 	chr1 	860750 	F 	28 	0 	100
chr1.861139 	chr1 	861139 	F 	18 	0 	100
chr1.860904 	chr1 	860904 	R 	10 	10 	90
chr1.860856 	chr1 	860856 	F 	19 	0 	100
chr1.860966 	chr1 	860966 	R 	10 	0 	100
chr1.860757 	chr1 	860757 	F 	31 	3.23 	96.77
chr1.861132 	chr1 	861132 	F 	18 	0 	100
chr1.860705 	chr1 	860705 	F 	29 	3.45 	96.55
chr1.860938 	chr1 	860938 	F 	17 	0 	100
chr1.860873 	chr1 	860873 	F 	18 	0 	100
chr1.861265 	chr1 	861265 	F 	23 	4.35 	95.65
chr1.860960 	chr1 	860960 	R 	10 	0 	100
chr1.860728 	chr1 	860728 	F 	30 	3.33 	96.67
chr1.860711 	chr1 	860711 	F 	31 	6.45 	93.55
chr1.861317 	chr1 	861317 	F 	16 	0 	100
chr1.860909 	chr1 	860909 	R 	10 	0 	100
chr1.861252 	chr1 	861252 	F 	23 	4.35 	95.65
chr1.860699 	chr1 	860699 	F 	32 	28.12 	71.88
chr1.861099 	chr1 	861099 	F 	18 	27.78 	72.22
chr1.860764 	chr1 	860764 	F 	20 	10 	90
chr1.860948 	chr1 	860948 	R 	10 	0 	100
chr1.860925 	chr1 	860925 	F 	16 	0 	100
chr1.860973 	chr1 	860973 	R 	10 	0 	100
chr1.864035 	chr1 	864035 	F 	14 	28.57 	71.43
chr1.863977 	chr1 	863977 	F 	14 	92.86 	7.14
chr1.863703 	chr1 	863703 	F 	20 	85 	15
chr1.864313 	chr1 	864313 	F 	15 	26.67 	73.33
chr1.863734 	chr1 	863734 	F 	20 	95 	5
chr1.863967 	chr1 	863967 	F 	14 	42.86 	57.14
chr1.863942 	chr1 	863942 	F 	15 	86.67 	13.33
chr1.863696 	chr1 	863696 	F 	20 	70 	30
chr1.863766 	chr1 	863766 	F 	19 	78.95 	21.05
chr1.864390 	chr1 	864390 	F 	13 	23.08 	76.92
chr1.864369 	chr1 	864369 	F 	14 	28.57 	71.43
chr1.866640 	chr1 	866640 	F 	11 	45.45 	54.55
chr1.866739 	chr1 	866739 	F 	10 	100 	0
chr1.866706 	chr1 	866706 	F 	11 	45.45 	54.55
chr1.870425 	chr1 	870425 	F 	30 	20 	80
chr1.870443 	chr1 	870443 	F 	29 	24.14 	75.86
chr1.870459 	chr1 	870459 	F 	30 	33.33 	66.67
chr1.870803 	chr1 	870803 	R 	20 	45 	55
chr1.870704 	chr1 	870704 	R 	17 	5.88 	94.12
chr1.870717 	chr1 	870717 	R 	20 	15 	85
chr1.870792 	chr1 	870792 	R 	20 	40 	60
chr1.871207 	chr1 	871207 	R 	11 	9.09 	90.91
chr1.871229 	chr1 	871229 	R 	11 	36.36 	63.64
chr1.871276 	chr1 	871276 	R 	12 	16.67 	83.33
chr1.871268 	chr1 	871268 	R 	12 	0 	100
chr1.871216 	chr1 	871216 	R 	11 	9.09 	90.91
chr1.871273 	chr1 	871273 	R 	12 	8.33 	91.67
chr1.872616 	chr1 	872616 	R 	17 	82.35 	17.65
chr1.872556 	chr1 	872556 	R 	17 	35.29 	64.71
chr1.872519 	chr1 	872519 	R 	19 	94.74 	5.26
chr1.876808 	chr1 	876808 	R 	27 	14.81 	85.19
chr1.878033 	chr1 	878033 	R 	18 	0 	100
chr1.876022 	chr1 	876022 	R 	13 	7.69 	92.31
chr1.876729 	chr1 	876729 	R 	21 	4.76 	95.24
chr1.875981 	chr1 	875981 	F 	13 	0 	100
chr1.875954 	chr1 	875954 	F 	14 	0 	100
chr1.875972 	chr1 	875972 	F 	14 	0 	100
chr1.876857 	chr1 	876857 	F 	20 	5 	95
chr1.878057 	chr1 	878057 	R 	18 	0 	100
chr1.878036 	chr1 	878036 	R 	16 	0 	100
chr1.878052 	chr1 	878052 	R 	16 	0 	100
chr1.875911 	chr1 	875911 	F 	18 	5.56 	94.44
chr1.875955 	chr1 	875955 	R 	13 	0 	100
chr1.875868 	chr1 	875868 	F 	15 	0 	100
chr1.875865 	chr1 	875865 	F 	18 	0 	100
chr1.876728 	chr1 	876728 	F 	15 	0 	100
chr1.876807 	chr1 	876807 	F 	24 	25 	75
chr1.875978 	chr1 	875978 	R 	13 	7.69 	92.31
chr1.876005 	chr1 	876005 	F 	13 	7.69 	92.31
chr1.877984 	chr1 	877984 	F 	14 	0 	100
chr1.878014 	chr1 	878014 	F 	21 	14.29 	85.71
chr1.878008 	chr1 	878008 	F 	21 	0 	100
chr1.878122 	chr1 	878122 	R 	18 	11.11 	88.89
chr1.876485 	chr1 	876485 	R 	10 	10 	90
chr1.876651 	chr1 	876651 	F 	15 	0 	100
chr1.876654 	chr1 	876654 	F 	17 	5.88 	94.12
chr1.878263 	chr1 	878263 	F 	11 	0 	100
chr1.877931 	chr1 	877931 	F 	22 	13.64 	86.36
chr1.875388 	chr1 	875388 	F 	14 	42.86 	57.14
chr1.878256 	chr1 	878256 	F 	11 	36.36 	63.64
chr1.876743 	chr1 	876743 	R 	20 	0 	100
chr1.875938 	chr1 	875938 	F 	14 	0 	100
chr1.876816 	chr1 	876816 	F 	22 	0 	100
chr1.875967 	chr1 	875967 	R 	13 	7.69 	92.31
chr1.878280 	chr1 	878280 	F 	11 	0 	100
chr1.878029 	chr1 	878029 	F 	21 	0 	100
chr1.876768 	chr1 	876768 	R 	27 	7.41 	92.59
chr1.877954 	chr1 	877954 	F 	21 	0 	100
chr1.876802 	chr1 	876802 	R 	27 	7.41 	92.59
chr1.876028 	chr1 	876028 	R 	13 	30.77 	69.23
chr1.876006 	chr1 	876006 	R 	13 	0 	100
chr1.875816 	chr1 	875816 	F 	18 	5.56 	94.44
chr1.875966 	chr1 	875966 	F 	14 	0 	100
chr1.876666 	chr1 	876666 	F 	18 	0 	100
chr1.876455 	chr1 	876455 	R 	10 	20 	80
chr1.878021 	chr1 	878021 	F 	20 	0 	100
chr1.875968 	chr1 	875968 	F 	14 	0 	100
chr1.876732 	chr1 	876732 	F 	16 	6.25 	93.75
chr1.875969 	chr1 	875969 	R 	13 	7.69 	92.31
chr1.878030 	chr1 	878030 	R 	18 	0 	100
chr1.876680 	chr1 	876680 	F 	18 	5.56 	94.44
chr1.876821 	chr1 	876821 	F 	24 	4.17 	95.83
chr1.878284 	chr1 	878284 	F 	11 	9.09 	90.91
chr1.875840 	chr1 	875840 	F 	18 	0 	100
chr1.876465 	chr1 	876465 	R 	10 	10 	90
chr1.875977 	chr1 	875977 	F 	14 	0 	100
chr1.875375 	chr1 	875375 	F 	13 	23.08 	76.92
chr1.878185 	chr1 	878185 	F 	12 	8.33 	91.67
chr1.877986 	chr1 	877986 	F 	19 	0 	100
chr1.875982 	chr1 	875982 	R 	12 	8.33 	91.67
chr1.876671 	chr1 	876671 	F 	18 	0 	100
chr1.875939 	chr1 	875939 	R 	13 	0 	100
chr1.877951 	chr1 	877951 	F 	22 	0 	100
chr1.876740 	chr1 	876740 	F 	15 	0 	100
chr1.878199 	chr1 	878199 	F 	11 	0 	100
chr1.876741 	chr1 	876741 	R 	23 	0 	100
chr1.876763 	chr1 	876763 	R 	22 	9.09 	90.91
chr1.878084 	chr1 	878084 	R 	17 	0 	100
chr1.875416 	chr1 	875416 	F 	14 	28.57 	71.43
chr1.875957 	chr1 	875957 	F 	12 	0 	100
chr1.876004 	chr1 	876004 	R 	11 	0 	100
chr1.875903 	chr1 	875903 	F 	16 	0 	100
chr1.875834 	chr1 	875834 	F 	18 	0 	100
chr1.875992 	chr1 	875992 	R 	13 	7.69 	92.31
chr1.876742 	chr1 	876742 	F 	16 	0 	100
chr1.875821 	chr1 	875821 	F 	16 	0 	100
chr1.875920 	chr1 	875920 	F 	14 	7.14 	92.86
chr1.878226 	chr1 	878226 	F 	12 	16.67 	83.33
chr1.878004 	chr1 	878004 	F 	21 	0 	100
chr1.876493 	chr1 	876493 	R 	10 	10 	90
chr1.876733 	chr1 	876733 	R 	22 	0 	100
chr1.876003 	chr1 	876003 	F 	13 	7.69 	92.31
chr1.876643 	chr1 	876643 	F 	18 	5.56 	94.44
chr1.876761 	chr1 	876761 	R 	25 	8 	92
chr1.877964 	chr1 	877964 	F 	20 	0 	100
chr1.878039 	chr1 	878039 	R 	18 	0 	100
chr1.875924 	chr1 	875924 	F 	13 	0 	100
chr1.878201 	chr1 	878201 	F 	12 	8.33 	91.67
chr1.875364 	chr1 	875364 	F 	14 	28.57 	71.43
chr1.878209 	chr1 	878209 	F 	12 	16.67 	83.33
chr1.878089 	chr1 	878089 	R 	13 	0 	100
chr1.875445 	chr1 	875445 	F 	14 	7.14 	92.86
chr1.876870 	chr1 	876870 	F 	17 	0 	100
chr1.875973 	chr1 	875973 	R 	13 	7.69 	92.31
chr1.875420 	chr1 	875420 	F 	13 	38.46 	61.54
chr1.876833 	chr1 	876833 	F 	24 	4.17 	95.83
chr1.878081 	chr1 	878081 	R 	18 	0 	100
chr1.875958 	chr1 	875958 	R 	13 	0 	100
chr1.878055 	chr1 	878055 	R 	17 	0 	100
chr1.875953 	chr1 	875953 	R 	13 	0 	100
chr1.875880 	chr1 	875880 	F 	16 	6.25 	93.75
chr1.878086 	chr1 	878086 	R 	17 	0 	100
chr1.877988 	chr1 	877988 	F 	18 	0 	100
chr1.875952 	chr1 	875952 	F 	14 	0 	100
chr1.876703 	chr1 	876703 	F 	18 	0 	100
chr1.881549 	chr1 	881549 	R 	23 	82.61 	17.39
chr1.881494 	chr1 	881494 	R 	21 	95.24 	4.76
chr1.881422 	chr1 	881422 	R 	16 	100 	0
chr1.881555 	chr1 	881555 	R 	23 	100 	0
chr1.881377 	chr1 	881377 	R 	15 	60 	40
chr1.881588 	chr1 	881588 	R 	23 	100 	0
chr1.881544 	chr1 	881544 	R 	23 	100 	0
chr1.881541 	chr1 	881541 	R 	23 	91.3 	8.7
chr1.881431 	chr1 	881431 	R 	15 	100 	0
chr1.886375 	chr1 	886375 	R 	10 	100 	0
chr1.886409 	chr1 	886409 	R 	10 	90 	10
chr1.886384 	chr1 	886384 	R 	10 	100 	0
chr1.886397 	chr1 	886397 	R 	10 	90 	10
chr1.886358 	chr1 	886358 	R 	10 	100 	0
chr1.894670 	chr1 	894670 	R 	11 	0 	100
chr1.894757 	chr1 	894757 	R 	13 	0 	100
chr1.894765 	chr1 	894765 	R 	13 	15.38 	84.62
chr1.894753 	chr1 	894753 	R 	13 	0 	100
chr1.894718 	chr1 	894718 	R 	13 	0 	100
chr1.894720 	chr1 	894720 	R 	12 	0 	100
chr1.894684 	chr1 	894684 	R 	10 	0 	100
chr1.894715 	chr1 	894715 	R 	12 	0 	100
chr1.894725 	chr1 	894725 	R 	13 	0 	100
chr1.894687 	chr1 	894687 	R 	10 	0 	100
chr1.894762 	chr1 	894762 	R 	12 	0 	100
chr1.894733 	chr1 	894733 	R 	13 	0 	100
chr1.895416 	chr1 	895416 	R 	12 	25 	75
chr1.895301 	chr1 	895301 	F 	21 	42.86 	57.14
chr1.895367 	chr1 	895367 	R 	12 	50 	50
chr1.895358 	chr1 	895358 	R 	11 	36.36 	63.64
chr1.895424 	chr1 	895424 	R 	12 	25 	75
chr1.895359 	chr1 	895359 	F 	22 	36.36 	63.64
chr1.895310 	chr1 	895310 	F 	19 	36.84 	63.16
chr1.895400 	chr1 	895400 	R 	12 	33.33 	66.67
chr1.895315 	chr1 	895315 	F 	22 	13.64 	86.36
chr1.895278 	chr1 	895278 	F 	23 	13.04 	86.96
chr1.895388 	chr1 	895388 	R 	12 	33.33 	66.67
chr1.895346 	chr1 	895346 	F 	22 	36.36 	63.64
chr1.895376 	chr1 	895376 	F 	17 	52.94 	47.06
chr1.895329 	chr1 	895329 	R 	10 	20 	80
chr1.895477 	chr1 	895477 	F 	20 	10 	90
chr1.895512 	chr1 	895512 	F 	19 	21.05 	78.95
chr1.895372 	chr1 	895372 	F 	20 	15 	85
chr1.895313 	chr1 	895313 	F 	23 	17.39 	82.61
chr1.895414 	chr1 	895414 	R 	12 	16.67 	83.33
chr1.895328 	chr1 	895328 	F 	22 	18.18 	81.82
chr1.895347 	chr1 	895347 	R 	12 	25 	75
chr1.895373 	chr1 	895373 	R 	12 	8.33 	91.67
chr1.895357 	chr1 	895357 	F 	18 	88.89 	11.11
chr1.895299 	chr1 	895299 	F 	23 	30.43 	69.57
chr1.895366 	chr1 	895366 	F 	17 	47.06 	52.94
chr1.895377 	chr1 	895377 	R 	12 	50 	50
chr1.895360 	chr1 	895360 	R 	12 	41.67 	58.33
chr1.895528 	chr1 	895528 	F 	10 	40 	60
chr1.895320 	chr1 	895320 	F 	21 	28.57 	71.43
chr1.895974 	chr1 	895974 	R 	20 	0 	100
chr1.895920 	chr1 	895920 	R 	19 	0 	100
chr1.895902 	chr1 	895902 	F 	28 	0 	100
chr1.895989 	chr1 	895989 	R 	17 	0 	100
chr1.895955 	chr1 	895955 	R 	21 	0 	100
chr1.895929 	chr1 	895929 	R 	19 	0 	100
chr1.895869 	chr1 	895869 	F 	28 	0 	100
chr1.895928 	chr1 	895928 	F 	19 	0 	100
chr1.895891 	chr1 	895891 	F 	27 	0 	100
chr1.895919 	chr1 	895919 	F 	23 	0 	100
chr1.895884 	chr1 	895884 	F 	27 	0 	100
chr1.895932 	chr1 	895932 	R 	17 	0 	100
chr1.895961 	chr1 	895961 	R 	21 	0 	100
chr1.895995 	chr1 	895995 	R 	21 	0 	100
chr1.896010 	chr1 	896010 	R 	21 	4.76 	95.24
chr1.895964 	chr1 	895964 	R 	21 	0 	100
chr1.895913 	chr1 	895913 	R 	18 	0 	100
chr1.895864 	chr1 	895864 	F 	25 	0 	100
chr1.895951 	chr1 	895951 	R 	21 	0 	100
chr1.895925 	chr1 	895925 	R 	19 	0 	100
chr1.895945 	chr1 	895945 	R 	21 	0 	100
chr1.895984 	chr1 	895984 	R 	21 	0 	100
chr1.895998 	chr1 	895998 	R 	21 	0 	100
chr1.895912 	chr1 	895912 	F 	28 	0 	100
chr1.895950 	chr1 	895950 	F 	25 	0 	100
chr1.895944 	chr1 	895944 	F 	23 	0 	100
chr1.895924 	chr1 	895924 	F 	18 	0 	100
chr1.895882 	chr1 	895882 	F 	28 	0 	100
chr1.895954 	chr1 	895954 	F 	18 	0 	100
chr1.895934 	chr1 	895934 	F 	23 	0 	100
chr1.895935 	chr1 	895935 	R 	20 	0 	100
chr1.895859 	chr1 	895859 	F 	28 	10.71 	89.29
chr1.895931 	chr1 	895931 	F 	21 	0 	100
chr1.896399 	chr1 	896399 	F 	13 	0 	100
chr1.896202 	chr1 	896202 	F 	11 	0 	100
chr1.896270 	chr1 	896270 	R 	13 	0 	100
chr1.896226 	chr1 	896226 	F 	14 	0 	100
chr1.896414 	chr1 	896414 	F 	10 	0 	100
chr1.896624 	chr1 	896624 	R 	19 	0 	100
chr1.896177 	chr1 	896177 	F 	15 	0 	100
chr1.896687 	chr1 	896687 	R 	20 	30 	70
chr1.896397 	chr1 	896397 	F 	12 	0 	100
chr1.896361 	chr1 	896361 	F 	13 	0 	100
chr1.896321 	chr1 	896321 	F 	13 	23.08 	76.92
chr1.896658 	chr1 	896658 	R 	17 	5.88 	94.12
chr1.896699 	chr1 	896699 	R 	21 	9.52 	90.48
chr1.896368 	chr1 	896368 	F 	13 	0 	100
chr1.896350 	chr1 	896350 	F 	11 	0 	100
chr1.896197 	chr1 	896197 	F 	15 	0 	100
chr1.896198 	chr1 	896198 	R 	12 	0 	100
chr1.896204 	chr1 	896204 	F 	15 	6.67 	93.33
chr1.896657 	chr1 	896657 	F 	14 	0 	100
chr1.896235 	chr1 	896235 	F 	15 	0 	100
chr1.896348 	chr1 	896348 	F 	12 	0 	100
chr1.896641 	chr1 	896641 	R 	19 	0 	100
chr1.896623 	chr1 	896623 	F 	11 	0 	100
chr1.896387 	chr1 	896387 	F 	10 	0 	100
chr1.896379 	chr1 	896379 	F 	13 	0 	100
chr1.896627 	chr1 	896627 	F 	12 	0 	100
chr1.896263 	chr1 	896263 	R 	13 	0 	100
chr1.896217 	chr1 	896217 	F 	15 	0 	100
chr1.896229 	chr1 	896229 	R 	11 	0 	100
chr1.896191 	chr1 	896191 	R 	11 	0 	100
chr1.896640 	chr1 	896640 	F 	13 	0 	100
