chrBase 	chr 	base 	strand 	coverage 	freqC 	freqT
chr1.842406 	chr1 	842406 	R 	15 	0 	100
chr1.842432 	chr1 	842432 	R 	15 	0 	100
chr1.842429 	chr1 	842429 	R 	15 	0 	100
chr1.842437 	chr1 	842437 	R 	15 	53.33 	46.67
chr1.843238 	chr1 	843238 	F 	26 	92.31 	7.69
chr1.843259 	chr1 	843259 	F 	26 	96.15 	3.85
chr1.843221 	chr1 	843221 	F 	25 	96 	4
chr1.843315 	chr1 	843315 	R 	56 	73.21 	26.79
chr1.843303 	chr1 	843303 	R 	56 	89.29 	10.71
chr1.845632 	chr1 	845632 	F 	84 	4.76 	95.24
chr1.845469 	chr1 	845469 	F 	27 	22.22 	77.78
chr1.845638 	chr1 	845638 	F 	85 	9.41 	90.59
chr1.845341 	chr1 	845341 	F 	22 	0 	100
chr1.845936 	chr1 	845936 	R 	26 	23.08 	76.92
chr1.845669 	chr1 	845669 	R 	73 	2.74 	97.26
chr1.845464 	chr1 	845464 	F 	27 	3.7 	96.3
chr1.845364 	chr1 	845364 	F 	23 	60.87 	39.13
chr1.845462 	chr1 	845462 	F 	27 	7.41 	92.59
chr1.845705 	chr1 	845705 	R 	73 	38.36 	61.64
chr1.845630 	chr1 	845630 	F 	85 	3.53 	96.47
chr1.845615 	chr1 	845615 	F 	85 	0 	100
chr1.845489 	chr1 	845489 	F 	24 	0 	100
chr1.845600 	chr1 	845600 	F 	85 	1.18 	98.82
chr1.845372 	chr1 	845372 	F 	23 	60.87 	39.13
chr1.845624 	chr1 	845624 	F 	85 	2.35 	97.65
chr1.845376 	chr1 	845376 	F 	24 	95.83 	4.17
chr1.845409 	chr1 	845409 	R 	14 	42.86 	57.14
chr1.845339 	chr1 	845339 	F 	23 	0 	100
chr1.845680 	chr1 	845680 	R 	73 	5.48 	94.52
chr1.845458 	chr1 	845458 	F 	27 	62.96 	37.04
chr1.845752 	chr1 	845752 	F 	34 	2.94 	97.06
chr1.845486 	chr1 	845486 	F 	24 	8.33 	91.67
chr1.845847 	chr1 	845847 	F 	67 	28.36 	71.64
chr1.845401 	chr1 	845401 	R 	14 	0 	100
chr1.845588 	chr1 	845588 	F 	86 	37.21 	62.79
chr1.845691 	chr1 	845691 	R 	72 	0 	100
chr1.845592 	chr1 	845592 	F 	86 	4.65 	95.35
chr1.845697 	chr1 	845697 	R 	73 	2.74 	97.26
chr1.845758 	chr1 	845758 	F 	33 	0 	100
chr1.845879 	chr1 	845879 	F 	67 	46.27 	53.73
chr1.845877 	chr1 	845877 	F 	67 	59.7 	40.3
chr1.845882 	chr1 	845882 	F 	67 	41.79 	58.21
chr1.845811 	chr1 	845811 	R 	17 	17.65 	82.35
chr1.845618 	chr1 	845618 	F 	85 	1.18 	98.82
chr1.845793 	chr1 	845793 	R 	17 	0 	100
chr1.845694 	chr1 	845694 	R 	73 	2.74 	97.26
chr1.845391 	chr1 	845391 	R 	14 	50 	50
chr1.845431 	chr1 	845431 	R 	14 	57.14 	42.86
chr1.845636 	chr1 	845636 	F 	85 	4.71 	95.29
chr1.845336 	chr1 	845336 	F 	23 	26.09 	73.91
chr1.845737 	chr1 	845737 	F 	34 	61.76 	38.24
chr1.845467 	chr1 	845467 	F 	27 	11.11 	88.89
chr1.845367 	chr1 	845367 	F 	23 	4.35 	95.65
chr1.845370 	chr1 	845370 	F 	21 	9.52 	90.48
chr1.846427 	chr1 	846427 	R 	28 	92.86 	7.14
chr1.846468 	chr1 	846468 	R 	28 	85.71 	14.29
chr1.847539 	chr1 	847539 	F 	39 	69.23 	30.77
chr1.847785 	chr1 	847785 	R 	35 	37.14 	62.86
chr1.847817 	chr1 	847817 	R 	35 	94.29 	5.71
chr1.847660 	chr1 	847660 	F 	13 	38.46 	61.54
chr1.848647 	chr1 	848647 	R 	21 	57.14 	42.86
chr1.848508 	chr1 	848508 	F 	15 	100 	0
chr1.848594 	chr1 	848594 	R 	24 	100 	0
chr1.848593 	chr1 	848593 	F 	25 	100 	0
chr1.848609 	chr1 	848609 	F 	25 	96 	4
chr1.848523 	chr1 	848523 	F 	15 	93.33 	6.67
chr1.848663 	chr1 	848663 	R 	21 	100 	0
chr1.848662 	chr1 	848662 	F 	24 	95.83 	4.17
chr1.848739 	chr1 	848739 	R 	32 	87.5 	12.5
chr1.849137 	chr1 	849137 	F 	35 	91.43 	8.57
chr1.849154 	chr1 	849154 	F 	36 	88.89 	11.11
chr1.849241 	chr1 	849241 	R 	101 	76.24 	23.76
chr1.849414 	chr1 	849414 	R 	33 	60.61 	39.39
chr1.849254 	chr1 	849254 	R 	101 	94.06 	5.94
chr1.849252 	chr1 	849252 	R 	101 	54.46 	45.54
chr1.849285 	chr1 	849285 	R 	101 	98.02 	1.98
chr1.850784 	chr1 	850784 	F 	54 	94.44 	5.56
chr1.850929 	chr1 	850929 	R 	15 	0 	100
chr1.850803 	chr1 	850803 	F 	55 	89.09 	10.91
chr1.850823 	chr1 	850823 	F 	55 	94.55 	5.45
chr1.850937 	chr1 	850937 	R 	15 	13.33 	86.67
chr1.850976 	chr1 	850976 	R 	15 	33.33 	66.67
chr1.851812 	chr1 	851812 	F 	37 	94.59 	5.41
chr1.852027 	chr1 	852027 	F 	18 	38.89 	61.11
chr1.852062 	chr1 	852062 	F 	18 	88.89 	11.11
chr1.852134 	chr1 	852134 	R 	20 	75 	25
chr1.852003 	chr1 	852003 	R 	20 	95 	5
chr1.852085 	chr1 	852085 	R 	17 	94.12 	5.88
chr1.852006 	chr1 	852006 	R 	20 	55 	45
chr1.852100 	chr1 	852100 	R 	20 	10 	90
chr1.851915 	chr1 	851915 	F 	23 	86.96 	13.04
chr1.852017 	chr1 	852017 	R 	20 	95 	5
chr1.852028 	chr1 	852028 	R 	11 	72.73 	27.27
chr1.852036 	chr1 	852036 	F 	18 	16.67 	83.33
chr1.853219 	chr1 	853219 	R 	38 	89.47 	10.53
chr1.853217 	chr1 	853217 	R 	38 	97.37 	2.63
chr1.853267 	chr1 	853267 	R 	39 	94.87 	5.13
chr1.853082 	chr1 	853082 	F 	18 	100 	0
chr1.853105 	chr1 	853105 	F 	18 	88.89 	11.11
chr1.853129 	chr1 	853129 	F 	18 	88.89 	11.11
chr1.853797 	chr1 	853797 	R 	35 	57.14 	42.86
chr1.853651 	chr1 	853651 	F 	14 	100 	0
chr1.853675 	chr1 	853675 	F 	14 	100 	0
chr1.853810 	chr1 	853810 	R 	35 	94.29 	5.71
chr1.853681 	chr1 	853681 	F 	14 	100 	0
chr1.853826 	chr1 	853826 	R 	35 	71.43 	28.57
chr1.853821 	chr1 	853821 	R 	35 	80 	20
chr1.853795 	chr1 	853795 	R 	35 	60 	40
chr1.854740 	chr1 	854740 	R 	39 	28.21 	71.79
chr1.854711 	chr1 	854711 	R 	39 	30.77 	69.23
chr1.855210 	chr1 	855210 	F 	25 	36 	64
chr1.855233 	chr1 	855233 	F 	25 	48 	52
chr1.856300 	chr1 	856300 	R 	67 	29.85 	70.15
chr1.856502 	chr1 	856502 	F 	21 	0 	100
chr1.856466 	chr1 	856466 	F 	21 	0 	100
chr1.856351 	chr1 	856351 	F 	75 	26.67 	73.33
chr1.856459 	chr1 	856459 	F 	21 	38.1 	61.9
chr1.856262 	chr1 	856262 	R 	67 	1.49 	98.51
chr1.855996 	chr1 	855996 	F 	82 	1.22 	98.78
chr1.856472 	chr1 	856472 	F 	20 	0 	100
chr1.856644 	chr1 	856644 	R 	60 	31.67 	68.33
chr1.855968 	chr1 	855968 	F 	83 	39.76 	60.24
chr1.856479 	chr1 	856479 	F 	21 	0 	100
chr1.856620 	chr1 	856620 	R 	57 	1.75 	98.25
chr1.856492 	chr1 	856492 	F 	21 	0 	100
chr1.856617 	chr1 	856617 	R 	57 	0 	100
chr1.859256 	chr1 	859256 	F 	11 	0 	100
chr1.859252 	chr1 	859252 	F 	11 	0 	100
chr1.859219 	chr1 	859219 	F 	11 	0 	100
chr1.859239 	chr1 	859239 	F 	11 	0 	100
chr1.859091 	chr1 	859091 	F 	31 	3.23 	96.77
chr1.859264 	chr1 	859264 	F 	13 	23.08 	76.92
chr1.859146 	chr1 	859146 	R 	58 	8.62 	91.38
chr1.859118 	chr1 	859118 	F 	31 	0 	100
chr1.859223 	chr1 	859223 	F 	12 	0 	100
chr1.859142 	chr1 	859142 	R 	58 	1.72 	98.28
chr1.859308 	chr1 	859308 	F 	12 	0 	100
chr1.859122 	chr1 	859122 	F 	31 	0 	100
chr1.859305 	chr1 	859305 	F 	13 	0 	100
chr1.859163 	chr1 	859163 	R 	58 	1.72 	98.28
chr1.859093 	chr1 	859093 	F 	31 	0 	100
chr1.859270 	chr1 	859270 	F 	13 	0 	100
chr1.859120 	chr1 	859120 	F 	31 	0 	100
chr1.859302 	chr1 	859302 	F 	13 	0 	100
chr1.859299 	chr1 	859299 	F 	12 	0 	100
chr1.859086 	chr1 	859086 	F 	31 	32.26 	67.74
chr1.859249 	chr1 	859249 	F 	11 	0 	100
chr1.859293 	chr1 	859293 	F 	13 	0 	100
chr1.859214 	chr1 	859214 	F 	12 	0 	100
chr1.859123 	chr1 	859123 	R 	58 	1.72 	98.28
chr1.859228 	chr1 	859228 	F 	11 	0 	100
chr1.859237 	chr1 	859237 	F 	11 	0 	100
chr1.859296 	chr1 	859296 	F 	13 	0 	100
chr1.859247 	chr1 	859247 	F 	11 	0 	100
chr1.859174 	chr1 	859174 	R 	58 	39.66 	60.34
chr1.859156 	chr1 	859156 	R 	58 	1.72 	98.28
chr1.859205 	chr1 	859205 	F 	11 	27.27 	72.73
chr1.860092 	chr1 	860092 	R 	91 	35.16 	64.84
chr1.860159 	chr1 	860159 	F 	33 	0 	100
chr1.860131 	chr1 	860131 	F 	32 	3.12 	96.88
chr1.860022 	chr1 	860022 	F 	73 	0 	100
chr1.860005 	chr1 	860005 	F 	73 	0 	100
chr1.860108 	chr1 	860108 	R 	90 	2.22 	97.78
chr1.859837 	chr1 	859837 	F 	50 	40 	60
chr1.859880 	chr1 	859880 	R 	45 	0 	100
chr1.859870 	chr1 	859870 	F 	50 	0 	100
chr1.860144 	chr1 	860144 	F 	33 	6.06 	93.94
chr1.860024 	chr1 	860024 	F 	73 	0 	100
chr1.860078 	chr1 	860078 	R 	92 	1.09 	98.91
chr1.860088 	chr1 	860088 	R 	92 	0 	100
chr1.860119 	chr1 	860119 	F 	33 	33.33 	66.67
chr1.860114 	chr1 	860114 	R 	92 	1.09 	98.91
chr1.859982 	chr1 	859982 	F 	73 	31.51 	68.49
chr1.859890 	chr1 	859890 	R 	45 	4.44 	95.56
chr1.860013 	chr1 	860013 	F 	73 	1.37 	98.63
chr1.859879 	chr1 	859879 	F 	50 	0 	100
chr1.860099 	chr1 	860099 	R 	91 	0 	100
chr1.859842 	chr1 	859842 	F 	49 	2.04 	97.96
chr1.860020 	chr1 	860020 	F 	73 	2.74 	97.26
chr1.859904 	chr1 	859904 	R 	45 	0 	100
chr1.859844 	chr1 	859844 	F 	50 	0 	100
chr1.859898 	chr1 	859898 	R 	45 	2.22 	97.78
chr1.860120 	chr1 	860120 	R 	92 	40.22 	59.78
chr1.860112 	chr1 	860112 	R 	92 	0 	100
chr1.859871 	chr1 	859871 	R 	45 	2.22 	97.78
chr1.860147 	chr1 	860147 	F 	33 	0 	100
chr1.859907 	chr1 	859907 	R 	45 	0 	100
chr1.860152 	chr1 	860152 	F 	33 	0 	100
chr1.859892 	chr1 	859892 	R 	45 	2.22 	97.78
chr1.859988 	chr1 	859988 	F 	73 	1.37 	98.63
chr1.860008 	chr1 	860008 	F 	73 	1.37 	98.63
chr1.860106 	chr1 	860106 	R 	89 	1.12 	98.88
chr1.860334 	chr1 	860334 	R 	59 	5.08 	94.92
chr1.860355 	chr1 	860355 	R 	63 	44.44 	55.56
chr1.860311 	chr1 	860311 	R 	62 	0 	100
chr1.860337 	chr1 	860337 	R 	62 	0 	100
chr1.860349 	chr1 	860349 	R 	62 	0 	100
chr1.860320 	chr1 	860320 	R 	62 	0 	100
chr1.860870 	chr1 	860870 	F 	103 	1.94 	98.06
chr1.860957 	chr1 	860957 	R 	71 	1.41 	98.59
chr1.861135 	chr1 	861135 	F 	74 	4.05 	95.95
chr1.860738 	chr1 	860738 	F 	59 	1.69 	98.31
chr1.860875 	chr1 	860875 	F 	103 	0 	100
chr1.860840 	chr1 	860840 	F 	102 	34.31 	65.69
chr1.860713 	chr1 	860713 	F 	59 	5.08 	94.92
chr1.861354 	chr1 	861354 	R 	62 	0 	100
chr1.860941 	chr1 	860941 	R 	71 	0 	100
chr1.861250 	chr1 	861250 	F 	79 	12.66 	87.34
chr1.861218 	chr1 	861218 	F 	77 	51.95 	48.05
chr1.860978 	chr1 	860978 	R 	71 	21.13 	78.87
chr1.860736 	chr1 	860736 	F 	59 	0 	100
chr1.860733 	chr1 	860733 	F 	59 	0 	100
chr1.860709 	chr1 	860709 	F 	59 	0 	100
chr1.861318 	chr1 	861318 	R 	61 	0 	100
chr1.860746 	chr1 	860746 	F 	59 	1.69 	98.31
chr1.860863 	chr1 	860863 	F 	103 	1.94 	98.06
chr1.860744 	chr1 	860744 	F 	56 	5.36 	94.64
chr1.861369 	chr1 	861369 	R 	62 	32.26 	67.74
chr1.861361 	chr1 	861361 	R 	62 	3.23 	96.77
chr1.861241 	chr1 	861241 	F 	79 	7.59 	92.41
chr1.860716 	chr1 	860716 	F 	59 	0 	100
chr1.860748 	chr1 	860748 	F 	58 	1.72 	98.28
chr1.861141 	chr1 	861141 	F 	74 	2.7 	97.3
chr1.861260 	chr1 	861260 	F 	79 	7.59 	92.41
chr1.860939 	chr1 	860939 	R 	71 	1.41 	98.59
chr1.860750 	chr1 	860750 	F 	54 	3.7 	96.3
chr1.861139 	chr1 	861139 	F 	74 	43.24 	56.76
chr1.860856 	chr1 	860856 	F 	103 	1.94 	98.06
chr1.860966 	chr1 	860966 	R 	70 	10 	90
chr1.861132 	chr1 	861132 	F 	74 	45.95 	54.05
chr1.860705 	chr1 	860705 	F 	59 	0 	100
chr1.860873 	chr1 	860873 	F 	103 	1.94 	98.06
chr1.861265 	chr1 	861265 	F 	79 	45.57 	54.43
chr1.860963 	chr1 	860963 	R 	70 	0 	100
chr1.860960 	chr1 	860960 	R 	71 	14.08 	85.92
chr1.860728 	chr1 	860728 	F 	59 	1.69 	98.31
chr1.860711 	chr1 	860711 	F 	59 	5.08 	94.92
chr1.861252 	chr1 	861252 	F 	78 	5.13 	94.87
chr1.860699 	chr1 	860699 	F 	59 	47.46 	52.54
chr1.861099 	chr1 	861099 	F 	74 	28.38 	71.62
chr1.860948 	chr1 	860948 	R 	71 	4.23 	95.77
chr1.860973 	chr1 	860973 	R 	71 	12.68 	87.32
chr1.863977 	chr1 	863977 	F 	32 	90.62 	9.38
chr1.863967 	chr1 	863967 	F 	32 	62.5 	37.5
chr1.863942 	chr1 	863942 	F 	32 	87.5 	12.5
chr1.864131 	chr1 	864131 	R 	33 	100 	0
chr1.864116 	chr1 	864116 	R 	33 	96.97 	3.03
chr1.864091 	chr1 	864091 	R 	33 	57.58 	42.42
chr1.864313 	chr1 	864313 	F 	50 	30 	70
chr1.864528 	chr1 	864528 	R 	27 	59.26 	40.74
chr1.864803 	chr1 	864803 	F 	27 	92.59 	7.41
chr1.864918 	chr1 	864918 	F 	60 	96.67 	3.33
chr1.864819 	chr1 	864819 	F 	27 	85.19 	14.81
chr1.864893 	chr1 	864893 	F 	59 	98.31 	1.69
chr1.864928 	chr1 	864928 	F 	60 	88.33 	11.67
chr1.864888 	chr1 	864888 	F 	59 	98.31 	1.69
chr1.864880 	chr1 	864880 	R 	27 	100 	0
chr1.864879 	chr1 	864879 	F 	59 	100 	0
chr1.865601 	chr1 	865601 	F 	39 	92.31 	7.69
chr1.865539 	chr1 	865539 	R 	16 	100 	0
chr1.865583 	chr1 	865583 	F 	39 	100 	0
chr1.865624 	chr1 	865624 	F 	39 	87.18 	12.82
chr1.866012 	chr1 	866012 	R 	18 	100 	0
chr1.865987 	chr1 	865987 	R 	18 	88.89 	11.11
chr1.865990 	chr1 	865990 	R 	18 	100 	0
chr1.866740 	chr1 	866740 	R 	34 	50 	50
chr1.866640 	chr1 	866640 	F 	41 	48.78 	51.22
chr1.866707 	chr1 	866707 	R 	34 	70.59 	29.41
chr1.867939 	chr1 	867939 	R 	15 	100 	0
chr1.867914 	chr1 	867914 	R 	15 	80 	20
chr1.867892 	chr1 	867892 	R 	15 	60 	40
chr1.868571 	chr1 	868571 	R 	17 	94.12 	5.88
chr1.868505 	chr1 	868505 	F 	10 	90 	10
chr1.868475 	chr1 	868475 	F 	10 	60 	40
chr1.868516 	chr1 	868516 	F 	10 	90 	10
chr1.868559 	chr1 	868559 	R 	15 	100 	0
chr1.868548 	chr1 	868548 	R 	17 	88.24 	11.76
chr1.869170 	chr1 	869170 	F 	46 	84.78 	15.22
chr1.869150 	chr1 	869150 	F 	45 	82.22 	17.78
chr1.870425 	chr1 	870425 	F 	101 	36.63 	63.37
chr1.870810 	chr1 	870810 	F 	24 	41.67 	58.33
chr1.870660 	chr1 	870660 	F 	27 	62.96 	37.04
chr1.870573 	chr1 	870573 	F 	13 	23.08 	76.92
chr1.870637 	chr1 	870637 	F 	27 	70.37 	29.63
chr1.870443 	chr1 	870443 	F 	103 	0.97 	99.03
chr1.870599 	chr1 	870599 	F 	13 	0 	100
chr1.870600 	chr1 	870600 	R 	13 	7.69 	92.31
chr1.870620 	chr1 	870620 	R 	13 	15.38 	84.62
chr1.870584 	chr1 	870584 	F 	13 	0 	100
chr1.870822 	chr1 	870822 	F 	24 	0 	100
chr1.870651 	chr1 	870651 	F 	27 	18.52 	81.48
chr1.870459 	chr1 	870459 	F 	103 	1.94 	98.06
chr1.870803 	chr1 	870803 	R 	40 	50 	50
chr1.870638 	chr1 	870638 	R 	13 	15.38 	84.62
chr1.870619 	chr1 	870619 	F 	12 	33.33 	66.67
chr1.870629 	chr1 	870629 	R 	13 	0 	100
chr1.870792 	chr1 	870792 	R 	40 	5 	95
chr1.870658 	chr1 	870658 	F 	27 	66.67 	33.33
chr1.870643 	chr1 	870643 	F 	27 	11.11 	88.89
chr1.871308 	chr1 	871308 	F 	63 	0 	100
chr1.871302 	chr1 	871302 	F 	62 	0 	100
chr1.871109 	chr1 	871109 	R 	24 	33.33 	66.67
chr1.871229 	chr1 	871229 	R 	73 	0 	100
chr1.871137 	chr1 	871137 	R 	24 	33.33 	66.67
chr1.871121 	chr1 	871121 	R 	24 	50 	50
chr1.871276 	chr1 	871276 	R 	73 	39.73 	60.27
chr1.871268 	chr1 	871268 	R 	73 	2.74 	97.26
chr1.871275 	chr1 	871275 	F 	63 	46.03 	53.97
chr1.871273 	chr1 	871273 	R 	73 	0 	100
chr1.871603 	chr1 	871603 	R 	39 	53.85 	46.15
chr1.871641 	chr1 	871641 	R 	39 	33.33 	66.67
chr1.871546 	chr1 	871546 	F 	22 	63.64 	36.36
chr1.871607 	chr1 	871607 	R 	39 	84.62 	15.38
chr1.871621 	chr1 	871621 	R 	39 	53.85 	46.15
chr1.871507 	chr1 	871507 	F 	23 	47.83 	52.17
chr1.871654 	chr1 	871654 	R 	39 	69.23 	30.77
chr1.871540 	chr1 	871540 	F 	23 	60.87 	39.13
chr1.872616 	chr1 	872616 	R 	55 	67.27 	32.73
chr1.872428 	chr1 	872428 	F 	37 	94.59 	5.41
chr1.872495 	chr1 	872495 	R 	47 	97.87 	2.13
